Timestamp,What grade are you in?,Which Pathway are you in?,I am,Do you like coming to school?,Do you feel safe at school?,Do you have at least one good friend at school?,Do you have at least one adult you can talk to at school when you need help?,Do you feel your school effectively addresses the mental health needs of you and your classmates?,Do your teachers encourage you to take positive risks at school?,Are you aware of the seven traits your school is trying to develop in students?,Does your school have you do things that help you learn these traits?,Are you aware of our requirement to complete a Capstone project before you graduate?,Do you feel you are prepared to complete a Capstone project before you graduate?,Do you feel your school experience is adequately preparing you for the real world?
2/14/2022 9:26:35,11th,"Arts, Hospitality, and Education",Female,Not really,Sort of,Yes,Yes,Not at all,No,No,No,Yes,No,Not at all
2/14/2022 9:26:36,9th,Health and Business,Female,Sort of,Sort of,Yes,Yes,I'm not sure,Yes,No,No,Yes,Yes,I think so
2/14/2022 9:26:37,9th,,Male,Very much,Sort of,Yes,Yes,I'm not sure,Yes,No,Yes,Yes,Yes,I'm not sure
2/14/2022 9:26:37,12th,,Male,Very much,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:26:37,11th,,Male,Very much,Sort of,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:26:38,10th,Health and Business,Male,Sort of,Sort of,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I'm not sure
2/14/2022 9:26:38,9th,Health and Business,Male,Not really,Sort of,Yes,Yes,I'm not sure,Yes,No,Yes,Yes,Yes,Not at all
2/14/2022 9:26:42,10th,Health and Business,Female,Sort of,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,No,I think so
2/14/2022 9:26:42,11th,,Male,Sort of,Very much,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,No,Not at all
2/14/2022 9:26:44,9th,,Male,Sort of,Very much,Yes,Yes,I think so,Yes,Yes,No,Yes,Yes,I'm not sure
2/14/2022 9:26:48,9th,"Arts, Hospitality, and Education",Male,Not really,Very much,Yes,Yes,I'm not sure,Yes,Yes,No,Yes,Yes,I'm not sure
2/14/2022 9:26:50,9th,"Skilled Trades, Security, and Industry",Male,Not really,Sort of,Yes,Yes,I'm not sure,Yes,,Yes,Yes,Yes,I'm not sure
2/14/2022 9:26:51,12th,"Arts, Hospitality, and Education",Female,Sort of,Sort of,Yes,Yes,I'm not sure,Yes,Yes,No,Yes,Yes,I'm not sure
2/14/2022 9:26:51,12th,,Female,Sort of,Very much,Yes,Yes,I think so,Yes,No,Yes,Yes,Yes,I think so
2/14/2022 9:26:51,9th,Base Camp,Male,Not really,Sort of,Yes,No,I'm not sure,Yes,Yes,Yes,Yes,Yes,I'm not sure
2/14/2022 9:26:52,9th,"Skilled Trades, Security, and Industry",Male,Sort of,Sort of,Yes,Yes,I'm not sure,Yes,No,No,Yes,Yes,I think so
2/14/2022 9:26:52,9th,"Arts, Hospitality, and Education",Female,Very much,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:26:52,10th,Health and Business,Female,Sort of,Sort of,Yes,Yes,I think so,Yes,No,No,Yes,No,I think so
2/14/2022 9:26:54,9th,Base Camp,Male,Not really,No,Yes,No,I'm not sure,No,No,No,Yes,No,I'm not sure
2/14/2022 9:26:54,12th,STEAM,Male,Not really,No,Yes,Yes,Not at all,Yes,Yes,No,Yes,Yes,Not at all
2/14/2022 9:26:55,11th,"Arts, Hospitality, and Education",Female,Sort of,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:26:58,11th,STEAM,Male,Sort of,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:26:58,9th,Health and Business,Female,Sort of,Sort of,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,I'm not sure
2/14/2022 9:26:59,12th,Health and Business,Male,Very much,Sort of,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,I'm not sure
2/14/2022 9:26:59,10th,"Skilled Trades, Security, and Industry",Female,Not really,Very much,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,Not at all
2/14/2022 9:27:00,10th,Health and Business,Female,Sort of,Very much,Yes,Yes,I'm not sure,Yes,Yes,Yes,,Yes,I'm not sure
2/14/2022 9:27:01,10th,,Male,Sort of,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:27:02,12th,"Skilled Trades, Security, and Industry",Male,Sort of,No,Yes,No,I'm not sure,Yes,No,Yes,Yes,Yes,I'm not sure
2/14/2022 9:27:03,10th,Health and Business,Female,Not really,Very much,No,No,I'm not sure,Yes,No,No,Yes,Yes,I think so
2/14/2022 9:27:04,11th,TOP,Male,Sort of,Sort of,Yes,Yes,I'm not sure,No,Yes,Yes,Yes,Yes,I'm not sure
2/14/2022 9:27:04,9th,TOP,Male,Sort of,Sort of,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:27:07,9th,Base Camp,Female,Not really,No,Yes,Yes,I'm not sure,Yes,Yes,No,Yes,Yes,I'm not sure
2/14/2022 9:27:07,9th,"Skilled Trades, Security, and Industry",Male,Sort of,Sort of,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:27:08,10th,Health and Business,Female,Not really,Sort of,Yes,Yes,I'm not sure,Yes,No,No,Yes,Yes,I'm not sure
2/14/2022 9:27:09,10th,Health and Business,Female,Sort of,Very much,Yes,Yes,I'm not sure,Yes,No,No,Yes,Yes,I'm not sure
2/14/2022 9:27:11,9th,"Skilled Trades, Security, and Industry",Male,Sort of,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:27:13,12th,Health and Business,Female,Very much,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:27:14,9th,Health and Business,Female,Sort of,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:27:15,11th,STEAM,Male,Sort of,Very much,Yes,Yes,Not at all,No,Yes,No,Yes,No,I'm not sure
2/14/2022 9:27:15,12th,,Male,Sort of,Sort of,Yes,Yes,Not at all,Yes,No,No,Yes,Yes,I'm not sure
2/14/2022 9:27:17,9th,STEAM,Male,Sort of,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:27:19,10th,"Skilled Trades, Security, and Industry",Male,Very much,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:27:21,9th,Base Camp,Male,Sort of,Very much,Yes,Yes,I'm not sure,Yes,No,Yes,Yes,Yes,I think so
2/14/2022 9:27:21,9th,STEAM,Female,Very much,Very much,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:27:21,10th,"Arts, Hospitality, and Education",Female,Not really,Sort of,Yes,Yes,Not at all,Yes,No,No,Yes,No,Not at all
2/14/2022 9:27:22,11th,STEAM,Male,Sort of,Sort of,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,No,I'm not sure
2/14/2022 9:27:23,10th,TOP,Male,Not really,Sort of,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,No,Not at all
2/14/2022 9:27:23,12th,STEAM,Female,Not really,Sort of,Yes,Yes,I'm not sure,Yes,No,No,Yes,Yes,Not at all
2/14/2022 9:27:23,10th,Health and Business,Female,Sort of,Very much,Yes,Yes,I'm not sure,,Yes,No,Yes,Yes,I think so
2/14/2022 9:27:25,11th,"Skilled Trades, Security, and Industry",Male,Sort of,Sort of,Yes,Yes,I'm not sure,Yes,No,No,Yes,Yes,I think so
2/14/2022 9:27:27,10th,Health and Business,,Sort of,Sort of,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:27:29,9th,Health and Business,Female,Very much,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:27:29,9th,,Male,Sort of,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:27:30,9th,Health and Business,Female,Sort of,Sort of,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I'm not sure
2/14/2022 9:27:32,9th,Health and Business,Female,Sort of,Very much,Yes,Yes,I think so,Yes,No,No,Yes,Yes,I'm not sure
2/14/2022 9:27:32,10th,STEAM,Male,Sort of,Sort of,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,I'm not sure
2/14/2022 9:27:36,9th,TOP,Male,Sort of,Sort of,Yes,Yes,I'm not sure,Yes,No,Yes,No,Yes,I think so
2/14/2022 9:27:37,9th,"Arts, Hospitality, and Education",Female,Sort of,Sort of,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,I'm not sure
2/14/2022 9:27:38,9th,STEAM,Male,Not really,Very much,Yes,Yes,I'm not sure,Yes,No,No,Yes,No,I'm not sure
2/14/2022 9:27:39,12th,"Arts, Hospitality, and Education",Male,Not really,No,Yes,Yes,Not at all,Yes,Yes,No,Yes,Yes,I'm not sure
2/14/2022 9:27:39,9th,"Skilled Trades, Security, and Industry",Male,Very much,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:27:40,12th,"Arts, Hospitality, and Education",Male,Sort of,Very much,Yes,Yes,I'm not sure,Yes,No,Yes,Yes,Yes,I think so
2/14/2022 9:27:40,9th,STEAM,Female,Sort of,Sort of,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:27:41,9th,Base Camp,Male,Sort of,Very much,No,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:27:42,,STEAM,Female,Sort of,Very much,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:27:44,11th,"Skilled Trades, Security, and Industry",Male,Sort of,Very much,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,No,I think so
2/14/2022 9:27:46,9th,"Skilled Trades, Security, and Industry",Male,Sort of,Very much,Yes,No,I'm not sure,Yes,No,Yes,Yes,No,Not at all
2/14/2022 9:27:47,9th,,Male,Sort of,Very much,No,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I'm not sure
2/14/2022 9:27:47,9th,"Arts, Hospitality, and Education",Female,Sort of,Sort of,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,I'm not sure
2/14/2022 9:27:48,10th,"Arts, Hospitality, and Education",Female,Sort of,Sort of,Yes,Yes,Not at all,,No,No,Yes,No,I'm not sure
2/14/2022 9:27:48,9th,STEAM,Female,Sort of,Sort of,Yes,Yes,I'm not sure,Yes,No,Yes,Yes,Yes,I'm not sure
2/14/2022 9:27:49,10th,Health and Business,Female,Not really,Sort of,Yes,Yes,I'm not sure,Yes,No,No,Yes,Yes,I'm not sure
2/14/2022 9:27:50,9th,"Arts, Hospitality, and Education",Male,Sort of,Sort of,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:27:51,9th,,Female,Very much,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,No,I think so
2/14/2022 9:27:51,10th,Health and Business,Female,Sort of,Sort of,Yes,Yes,I'm not sure,Yes,Yes,No,Yes,Yes,I'm not sure
2/14/2022 9:27:52,9th,"Arts, Hospitality, and Education",Male,Not really,Sort of,Yes,No,I'm not sure,Yes,No,No,Yes,Yes,Not at all
2/14/2022 9:27:55,9th,Health and Business,Female,Sort of,Sort of,Yes,Yes,I think so,,No,Yes,Yes,Yes,I'm not sure
2/14/2022 9:27:55,10th,"Skilled Trades, Security, and Industry",Male,Not really,No,Yes,No,Not at all,Yes,No,No,Yes,No,Not at all
2/14/2022 9:27:55,10th,"Arts, Hospitality, and Education",Female,Sort of,Very much,Yes,No,I'm not sure,No,Yes,Yes,Yes,Yes,Not at all
2/14/2022 9:27:55,11th,Health and Business,Female,Sort of,Sort of,Yes,No,Not at all,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:28:00,9th,Base Camp,,Sort of,No,Yes,Yes,I'm not sure,Yes,Yes,No,Yes,Yes,Not at all
2/14/2022 9:28:00,11th,"Skilled Trades, Security, and Industry",Male,Sort of,Sort of,Yes,Yes,I'm not sure,Yes,No,Yes,Yes,Yes,I think so
2/14/2022 9:28:00,11th,Health and Business,Female,Sort of,Sort of,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:28:02,11th,Health and Business,Male,Sort of,Very much,Yes,Yes,I think so,Yes,Yes,No,Yes,Yes,I think so
2/14/2022 9:28:03,11th,"Arts, Hospitality, and Education",Male,Sort of,Sort of,No,No,I'm not sure,Yes,Yes,Yes,Yes,Yes,Not at all
2/14/2022 9:28:03,9th,"Skilled Trades, Security, and Industry",Male,Sort of,Very much,Yes,Yes,I'm not sure,Yes,No,Yes,Yes,Yes,I think so
2/14/2022 9:28:04,9th,STEAM,Female,Sort of,Very much,Yes,Yes,I'm not sure,Yes,No,No,Yes,No,I think so
2/14/2022 9:28:04,12th,TOP,Male,Very much,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:28:05,11th,TOP,Male,Very much,Sort of,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,I'm not sure
2/14/2022 9:28:06,9th,STEAM,Male,Very much,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I'm not sure
2/14/2022 9:28:07,11th,Health and Business,Female,Sort of,Very much,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:28:07,9th,Health and Business,Female,Sort of,Sort of,Yes,Yes,I'm not sure,Yes,Yes,Yes,No,No,I'm not sure
2/14/2022 9:28:08,9th,,Male,Sort of,Very much,Yes,No,I think so,Yes,Yes,Yes,Yes,Yes,I'm not sure
2/14/2022 9:28:11,9th,Health and Business,Female,Sort of,Very much,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:28:15,9th,"Skilled Trades, Security, and Industry",Male,Sort of,Sort of,Yes,Yes,Not at all,Yes,No,No,Yes,No,Not at all
2/14/2022 9:28:16,,"Skilled Trades, Security, and Industry",Male,Not really,Sort of,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I'm not sure
2/14/2022 9:28:17,9th,Health and Business,Female,Sort of,Sort of,No,Yes,I think so,Yes,Yes,No,Yes,Yes,I'm not sure
2/14/2022 9:28:19,12th,"Skilled Trades, Security, and Industry",Male,Sort of,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:28:21,9th,,Male,Sort of,Sort of,Yes,Yes,Not at all,,No,No,,No,I'm not sure
2/14/2022 9:28:21,9th,Health and Business,Female,Not really,Sort of,Yes,Yes,I'm not sure,Yes,Yes,No,Yes,No,I'm not sure
2/14/2022 9:28:21,12th,Health and Business,Male,Sort of,Sort of,Yes,No,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:28:22,12th,STEAM,Male,Very much,Very much,Yes,Yes,Not at all,No,Yes,No,Yes,Yes,I'm not sure
2/14/2022 9:28:23,9th,"Skilled Trades, Security, and Industry",Male,Sort of,Very much,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,I'm not sure
2/14/2022 9:28:28,9th,"Arts, Hospitality, and Education",Female,Not really,Sort of,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:28:28,9th,TOP,Male,Not really,Very much,Yes,Yes,I'm not sure,Yes,No,No,Yes,Yes,Not at all
2/14/2022 9:28:30,9th,"Arts, Hospitality, and Education",Female,Sort of,Sort of,Yes,Yes,Not at all,Yes,No,No,Yes,No,Not at all
2/14/2022 9:28:31,10th,"Skilled Trades, Security, and Industry",Female,Sort of,Sort of,Yes,No,Not at all,No,Yes,No,Yes,No,Not at all
2/14/2022 9:28:31,9th,Base Camp,Male,Sort of,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I'm not sure
2/14/2022 9:28:33,11th,"Arts, Hospitality, and Education",Male,Very much,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:28:34,9th,,Male,Sort of,Sort of,Yes,No,I'm not sure,Yes,No,,Yes,Yes,I'm not sure
2/14/2022 9:28:35,9th,"Skilled Trades, Security, and Industry",Male,Not really,Sort of,Yes,Yes,I'm not sure,Yes,Yes,No,Yes,No,I think so
2/14/2022 9:28:37,9th,,Female,Not really,Sort of,Yes,No,I think so,No,Yes,No,Yes,No,Not at all
2/14/2022 9:28:45,11th,STEAM,Male,Sort of,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:28:46,10th,"Skilled Trades, Security, and Industry",Male,Very much,Sort of,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:28:47,9th,Base Camp,Male,Sort of,Very much,Yes,Yes,I'm not sure,No,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:28:49,11th,Health and Business,Male,Sort of,Very much,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,No,I'm not sure
2/14/2022 9:28:49,10th,Base Camp,Male,Sort of,Sort of,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:28:50,9th,,Male,Sort of,Very much,Yes,Yes,I think so,Yes,Yes,No,Yes,Yes,I think so
2/14/2022 9:29:01,12th,"Arts, Hospitality, and Education",Female,Very much,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:29:03,9th,"Skilled Trades, Security, and Industry",Male,Very much,Very much,Yes,Yes,I think so,Yes,No,Yes,Yes,Yes,I think so
2/14/2022 9:29:06,11th,Health and Business,Female,Sort of,Very much,Yes,Yes,I'm not sure,No,No,No,Yes,Yes,I'm not sure
2/14/2022 9:29:08,11th,STEAM,Male,Not really,Very much,Yes,Yes,Not at all,No,Yes,No,Yes,Yes,Not at all
2/14/2022 9:29:09,11th,STEAM,Male,Sort of,Sort of,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:29:09,9th,"Skilled Trades, Security, and Industry",Male,Sort of,Very much,Yes,Yes,I'm not sure,Yes,No,No,No,Yes,Not at all
2/14/2022 9:29:13,11th,"Arts, Hospitality, and Education",Female,Sort of,No,Yes,No,I'm not sure,Yes,Yes,No,Yes,Yes,I'm not sure
2/14/2022 9:29:15,9th,"Arts, Hospitality, and Education",Male,Very much,Very much,,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:29:17,10th,"Arts, Hospitality, and Education",Male,Very much,Sort of,Yes,No,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:29:23,10th,"Skilled Trades, Security, and Industry",Male,Sort of,Very much,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:29:27,11th,"Arts, Hospitality, and Education",Male,Not really,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,Not at all
2/14/2022 9:29:27,12th,Health and Business,Male,Sort of,Sort of,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I'm not sure
2/14/2022 9:29:29,11th,"Skilled Trades, Security, and Industry",Male,Not really,Sort of,Yes,Yes,I think so,Yes,Yes,Yes,Yes,No,Not at all
2/14/2022 9:29:29,9th,Health and Business,Male,Very much,Very much,No,Yes,I'm not sure,Yes,No,Yes,Yes,Yes,I'm not sure
2/14/2022 9:29:30,12th,Health and Business,Female,Very much,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:29:31,9th,"Skilled Trades, Security, and Industry",Male,Sort of,Sort of,Yes,No,I'm not sure,Yes,No,Yes,Yes,Yes,I'm not sure
2/14/2022 9:29:32,11th,Health and Business,Female,Sort of,Sort of,No,No,Not at all,No,No,No,Yes,No,Not at all
2/14/2022 9:29:34,10th,"Arts, Hospitality, and Education",Female,Sort of,Sort of,Yes,Yes,I'm not sure,No,Yes,Yes,Yes,Yes,I'm not sure
2/14/2022 9:29:34,10th,,Male,Sort of,Very much,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,I'm not sure
2/14/2022 9:29:35,12th,STEAM,Male,Sort of,Very much,Yes,Yes,Not at all,Yes,No,Yes,Yes,Yes,I'm not sure
2/14/2022 9:29:35,12th,"Skilled Trades, Security, and Industry",Male,Not really,Sort of,Yes,Yes,I think so,Yes,Yes,Yes,Yes,,I think so
2/14/2022 9:29:37,9th,STEAM,Female,Sort of,Very much,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:29:40,10th,STEAM,Male,Sort of,Sort of,Yes,Yes,I'm not sure,Yes,No,No,Yes,No,Not at all
2/14/2022 9:29:42,10th,STEAM,Male,Very much,Very much,Yes,No,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:29:54,11th,"Skilled Trades, Security, and Industry",Female,Sort of,Sort of,Yes,Yes,I think so,No,Yes,Yes,Yes,No,I'm not sure
2/14/2022 9:29:56,9th,STEAM,Female,Sort of,Sort of,Yes,Yes,Not at all,Yes,Yes,Yes,Yes,Yes,I'm not sure
2/14/2022 9:29:57,9th,Health and Business,Female,Not really,Sort of,Yes,Yes,I'm not sure,Yes,No,No,Yes,Yes,I think so
2/14/2022 9:30:00,10th,TOP,Male,Very much,Very much,Yes,Yes,I'm not sure,Yes,No,No,Yes,Yes,I'm not sure
2/14/2022 9:30:03,9th,"Skilled Trades, Security, and Industry",Male,Not really,No,Yes,No,Not at all,Yes,No,No,Yes,No,Not at all
2/14/2022 9:30:04,9th,"Skilled Trades, Security, and Industry",Male,Not really,Sort of,Yes,Yes,I think so,Yes,No,No,Yes,Yes,I'm not sure
2/14/2022 9:30:05,10th,,Male,Very much,Very much,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:30:07,9th,"Skilled Trades, Security, and Industry",Male,Not really,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:30:13,12th,"Arts, Hospitality, and Education",Female,Not really,Sort of,No,Yes,I'm not sure,Yes,No,,Yes,,Not at all
2/14/2022 9:30:14,11th,STEAM,Male,Very much,Sort of,Yes,Yes,I'm not sure,Yes,No,Yes,Yes,Yes,I think so
2/14/2022 9:30:15,9th,TOP,Female,Sort of,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:30:15,11th,"Skilled Trades, Security, and Industry",Male,Not really,No,Yes,No,Not at all,No,No,No,Yes,Yes,Not at all
2/14/2022 9:30:17,10th,"Arts, Hospitality, and Education",Female,Sort of,Very much,Yes,Yes,I'm not sure,Yes,No,Yes,Yes,Yes,I think so
2/14/2022 9:30:22,9th,Health and Business,Female,Sort of,Very much,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:30:30,10th,"Arts, Hospitality, and Education",Female,Not really,Sort of,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,Not at all
2/14/2022 9:30:38,11th,STEAM,Male,Sort of,Very much,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:30:43,9th,"Arts, Hospitality, and Education",Male,Sort of,Sort of,Yes,Yes,Not at all,Yes,No,No,Yes,Yes,I'm not sure
2/14/2022 9:30:50,10th,"Skilled Trades, Security, and Industry",Male,Sort of,Sort of,Yes,No,I'm not sure,Yes,Yes,Yes,Yes,Yes,I'm not sure
2/14/2022 9:30:51,9th,"Skilled Trades, Security, and Industry",Male,Sort of,Sort of,Yes,Yes,I'm not sure,Yes,No,No,Yes,Yes,I'm not sure
2/14/2022 9:30:55,9th,"Arts, Hospitality, and Education",Female,Sort of,Sort of,Yes,Yes,I think so,No,Yes,Yes,Yes,Yes,I'm not sure
2/14/2022 9:31:09,12th,"Arts, Hospitality, and Education",Female,Very much,Very much,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:31:12,10th,"Arts, Hospitality, and Education",Male,Sort of,Sort of,No,No,I think so,No,No,No,No,No,I think so
2/14/2022 9:31:19,9th,"Skilled Trades, Security, and Industry",Male,Not really,Very much,Yes,Yes,I'm not sure,Yes,No,Yes,Yes,No,I'm not sure
2/14/2022 9:31:20,9th,,Female,Sort of,Sort of,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I'm not sure
2/14/2022 9:31:21,9th,,Male,Sort of,Very much,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:31:36,9th,Base Camp,Female,Not really,Sort of,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,No,I'm not sure
2/14/2022 9:31:44,10th,Health and Business,Female,Sort of,Sort of,Yes,Yes,I'm not sure,Yes,No,Yes,Yes,Yes,I'm not sure
2/14/2022 9:31:56,10th,"Arts, Hospitality, and Education",Male,Not really,Sort of,Yes,No,I'm not sure,Yes,No,No,Yes,Yes,I'm not sure
2/14/2022 9:31:57,9th,"Arts, Hospitality, and Education",Male,Not really,No,Yes,Yes,I think so,Yes,No,No,Yes,No,Not at all
2/14/2022 9:31:59,12th,"Skilled Trades, Security, and Industry",Male,Not really,No,Yes,Yes,Not at all,No,No,No,Yes,Yes,Not at all
2/14/2022 9:32:00,9th,"Skilled Trades, Security, and Industry",Male,Not really,Sort of,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,I'm not sure
2/14/2022 9:32:00,10th,Health and Business,Male,Sort of,Very much,Yes,No,I'm not sure,No,No,No,Yes,No,Not at all
2/14/2022 9:32:01,10th,"Skilled Trades, Security, and Industry",Female,Not really,Sort of,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,Not at all
2/14/2022 9:32:09,12th,Health and Business,Female,Sort of,Sort of,Yes,Yes,I'm not sure,Yes,Yes,No,Yes,Yes,I'm not sure
2/14/2022 9:32:27,11th,STEAM,Female,Not really,Sort of,Yes,Yes,I'm not sure,Yes,Yes,No,Yes,No,I'm not sure
2/14/2022 9:32:33,11th,STEAM,Female,Sort of,Sort of,Yes,Yes,I'm not sure,No,No,No,No,No,I'm not sure
2/14/2022 9:32:35,12th,TOP,Female,Not really,Sort of,Yes,Yes,I think so,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:32:38,10th,STEAM,Male,Not really,No,Yes,Yes,Not at all,Yes,No,Yes,Yes,No,I'm not sure
2/14/2022 9:32:39,12th,STEAM,Female,Not really,Sort of,Yes,Yes,Not at all,No,No,No,Yes,Yes,Not at all
2/14/2022 9:33:21,10th,TOP,Male,Very much,No,No,No,Not at all,No,No,No,No,No,Not at all
2/14/2022 9:33:27,11th,"Skilled Trades, Security, and Industry",Female,Not really,Sort of,Yes,No,Not at all,Yes,No,No,No,No,Not at all
2/14/2022 9:33:30,10th,"Arts, Hospitality, and Education",Female,Sort of,Very much,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,No,I think so
2/14/2022 9:33:43,9th,"Skilled Trades, Security, and Industry",Male,Not really,Sort of,Yes,Yes,Not at all,Yes,Yes,Yes,Yes,No,Not at all
2/14/2022 9:33:43,,"Arts, Hospitality, and Education",Female,Sort of,Very much,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,I think so
2/14/2022 9:33:49,9th,STEAM,Male,Sort of,Very much,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,,I think so
